X..name,mass,radius,orbital_period,eccentricity,discovered,detection_type,mass_detection_type,radius_detection_type,ra,dec,star_distance,star_metallicity,star_mass,star_radius,star_age,star_teff,detection,mass_group,radius_group,star_mass_group,star_radius_group,discovery_group,metallicity_group,temperature_group
CoRoT-9 b,0.84,0.94,95.273804,0.133,2010,Primary Transit,,,280.7875,6.2041667,460,-0.01,0.99,0.94,4,5625,Primary Transit,low mass planet,small planet,low mass star,small star,2008-2012,Metal Poor Star,Colder than Sun
DE0823-49 b,31.5,NA,247.75,0.36,2013,Imaging,Astrometry,,125.762500001,-48.799722218,20.69,NA,0.045,NA,0.1,2150,Imaging,high mass planet,NA,low mass star,NA,After 2013,NA,Colder than Sun
DH Tau b,11,NA,NA,NA,2005,Imaging,,,67.425,26.5494444,NA,NA,0.37,NA,0.001,NA,Imaging,high mass planet,NA,low mass star,NA,2003-2007,NA,NA
DP Leo b,6.05,NA,10230,0.39,2009,Pulsar,,,169.3166667,17.9613889,NA,NA,0.69,NA,NA,NA,Pulsar,high mass planet,NA,low mass star,NA,2008-2012,NA,NA
DW Lyn b,5.58,NA,NA,NA,2013,Radial Velocity,Radial Velocity,,106.790862503,60.6472583571,NA,NA,NA,NA,NA,NA,Radial Velocity,high mass planet,NA,NA,NA,After 2013,NA,NA
DW Uma b,10.06,NA,4967,NA,2016,Other,,,158.470833351,58.781944472,NA,NA,NA,NA,NA,NA,Other,high mass planet,NA,NA,NA,After 2013,NA,NA
EPC 212069861 b,NA,0.237,30.9542,NA,2017,Primary Transit,,,134.444208349,21.4535527896,156,-0.02,0.615,0.592,NA,3880,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
EPIC 201128338 b,NA,0.251,32.6527,NA,2017,Primary Transit,,,181.632800011,-5.82741113604,112,0.09,0.654,0.631,NA,3940,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
EPIC 201295312 b,0.0379,0.245,5.65639,0.12,2016,Primary Transit,Radial Velocity,Primary Transit,174.012500001,-2.520833347,NA,0.13,1.13,1.52,NA,5830,Primary Transit,low mass planet,small planet,high mass star,large star,After 2013,Metal Rich Star,Hotter than Sun
EPIC 201445392 c,NA,0.215,2.50856,NA,2015,Primary Transit,,,169.79366667,-0.2843888954,NA,-0.01,0.79,0.74,NA,4890,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
EPIC 201598502 b,NA,0.178,7.51554,NA,2017,Primary Transit,,,183.809191671,2.02095278154,126,-0.26,0.512,0.495,NA,3720,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
EPIC 201637175 b,1.4,0.25,0.381071,NA,2015,Primary Transit,Radial Velocity,Primary Transit,169.483333352,2.618611125,225,0.03,0.6,0.57,NA,3830,Primary Transit,high mass planet,small planet,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
EPIC 201713348 b,NA,0.118,1.42266,NA,2015,Primary Transit,,Primary Transit,169.450000016,3.866388919,NA,-0.03,0.8,0.74,NA,4924,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
EPIC 201713348 c,NA,0.25,5.34059,NA,2015,Primary Transit,,Primary Transit,169.450000016,3.866388919,NA,-0.03,0.8,0.74,NA,4924,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
EPIC 203826436 b,NA,0.144,4.44117,NA,2015,Primary Transit,,Primary Transit,243.450000016,-24.786944463,NA,-0.03,0.9,0.85,NA,5413,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
EPIC 203826436 c,NA,0.245,6.42904,NA,2015,Primary Transit,,Primary Transit,243.450000016,-24.786944463,NA,-0.03,0.9,0.85,NA,5413,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
EPIC 203826436 d,NA,0.244,14.09189,NA,2015,Primary Transit,,Primary Transit,243.450000016,-24.786944463,NA,-0.03,0.9,0.85,NA,5413,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
EPIC 204221263 b,NA,0.138,4.01593,NA,2016,Primary Transit,,,240.033333336,-23.189166675,NA,0.28,1.07,1.1,NA,5757,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Rich Star,Colder than Sun
EPIC 204221263 c,NA,0.216,10.56103,NA,2016,Primary Transit,,Primary Transit,240.033333336,-23.189166675,NA,0.28,1.07,1.1,NA,5757,Primary Transit,NA,small planet,high mass star,large star,After 2013,Metal Rich Star,Colder than Sun
EPIC 210894022 b,0.027,0.17,5.35117,NA,2017,Radial Velocity,Radial Velocity,Primary Transit,59.8897541778,21.2986861291,210,-0.53,0.89,1.23,10.77,5730,Radial Velocity,low mass planet,small planet,low mass star,large star,After 2013,Metal Poor Star,Colder than Sun
EPIC 211331236 b,NA,0.181,1.291563,NA,2017,Primary Transit,,Primary Transit,133.855654175,10.4691027891,100,-0.22,0.532,0.513,NA,3676,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
EPIC 211331236 c,NA,0.173,5.44425,NA,2017,Primary Transit,,Primary Transit,133.855654175,10.4691027891,100,-0.22,0.532,0.513,NA,3676,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
EPIC 211391664 b,0.101,0.38,10.13675,NA,2016,Primary Transit,Radial Velocity,Primary Transit,126.488287519,11.5111444634,435,-0.2,1.074,1.311,5.2,6120,Primary Transit,low mass planet,small planet,high mass star,large star,After 2013,Metal Poor Star,Hotter than Sun
EPIC 211418729 b,1.85,0.942,11.39109,0,2017,Primary Transit,Radial Velocity,Primary Transit,127.882962511,11.9222639117,481,0.41,0.832,0.828,9.9,5027,Primary Transit,high mass planet,small planet,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
EPIC 211442297 b,0.84,1.115,20.273034,0.137,2017,Primary Transit,Radial Velocity,Primary Transit,126.553445838,12.2819361287,417,-0.22,0.831,0.881,10.7,5560,Primary Transit,low mass planet,NA,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
EPIC 211822797 b,NA,0.2,21.169619,0.18,2016,Primary Transit,,Primary Transit,130.410354179,17.6400055736,NA,NA,0.61,0.59,0.8,3880,Primary Transit,NA,small planet,low mass star,small star,After 2013,NA,Colder than Sun
EPIC 211913977 b,NA,0.18,14.677286,0.1,2016,Primary Transit,,Primary Transit,130.344087508,18.9338750191,NA,NA,0.8,0.73,0.8,4819,Primary Transit,NA,small planet,low mass star,small star,After 2013,NA,Colder than Sun
EPIC 211924657 b,NA,0.2,2.644646,NA,2017,Primary Transit,,Primary Transit,130.026783335,19.0929111204,80,-0.02,0.358,0.35,NA,3385,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
EPIC 211969807 b,NA,0.17,1.97419,0.18,2016,Primary Transit,,Primary Transit,129.636754178,19.7738277988,NA,NA,0.51,0.48,0.8,3660,Primary Transit,NA,small planet,low mass star,small star,After 2013,NA,Colder than Sun
EPIC 211970147 b,NA,0.12,9.915615,0.1,2016,Primary Transit,,Primary Transit,130.056045838,19.7788111362,NA,NA,0.77,0.71,0.8,4695,Primary Transit,NA,small planet,low mass star,small star,After 2013,NA,Colder than Sun
EPIC 211990866 b,NA,0.31,1.673916,0.24,2016,Primary Transit,,Primary Transit,129.601258341,20.1060638957,NA,NA,1.18,1.19,0.8,6120,Primary Transit,NA,small planet,high mass star,large star,After 2013,NA,Hotter than Sun
EPIC 212006344 b,NA,0.109,2.219315,NA,2017,Primary Transit,,,126.476345851,20.3595777924,74,0.37,0.644,0.612,NA,3903,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
EPIC 213715787 b,NA,0.123,0.961917,NA,2017,Primary Transit,,,293.83319,-28.497833,88,0.179,0.583,0.554,NA,3672,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
EPIC 216468514 b,0.84,1.44,3.31392,NA,2016,Primary Transit,Radial Velocity,Primary Transit,284.985375019,-22.2934027915,NA,0.1,1.3,1.78,4.25,6030,Primary Transit,low mass planet,large planet,high mass star,large star,After 2013,Metal Rich Star,Hotter than Sun
EPIC 219388192 b,36.5,0.937,5.292569,0.1929,2016,Primary Transit,Radial Velocity,Primary Transit,289.391666678,-16.871666688,300,0.03,0.99,1.01,3.9,5850,Primary Transit,high mass planet,small planet,low mass star,large star,After 2013,Metal Rich Star,Hotter than Sun
EPIC 220194974 b,NA,0.119,4.38395,NA,2017,Primary Transit,,Primary Transit,14.5178208348,-0.19315556708,121,-0.11,0.65,0.632,NA,4079,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
EPIC 220194974 c,NA,0.154,6.9226,NA,2017,Primary Transit,,,14.5178208348,-0.19315556708,121,-0.11,0.65,0.632,NA,4079,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
EPIC 220194974 d,NA,0.146,9.7579,NA,2017,Primary Transit,,,14.5178208348,-0.19315556708,121,-0.11,0.65,0.632,NA,4079,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
EPIC 220504338,1.28,0.91,5.817712,0,2016,Primary Transit,Radial Velocity,Primary Transit,19.450000016,6.702222238,553.4,0.18,1.007,1.047,5.9,5627,Primary Transit,high mass planet,small planet,high mass star,large star,After 2013,Metal Rich Star,Colder than Sun
EPIC 220522664 b,NA,0.146,11.332,NA,2017,Primary Transit,,,9.82190000575,7.27710001368,118,0.11,0.595,0.568,NA,3745,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
EPIC 220598331 b,NA,0.178,10.59357,NA,2017,Primary Transit,,Primary Transit,18.3441750075,8.98753891192,110,0.09,0.457,0.436,NA,3499,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
EPIC 220621087 b,NA,0.12,3.835592,NA,2017,Primary Transit,,Primary Transit,19.3045250044,9.50138056666,62.7,-0.32,0.44,0.429,NA,3585,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
EPIC 228735255 b,1.019,1.095,6.5693,0.12,2017,Primary Transit,,,188.137333344,-9.607638907,340.24,0.12,1.005,0.987,4.22,5654,Primary Transit,high mass planet,NA,high mass star,small star,After 2013,Metal Rich Star,Colder than Sun
EPIC 228754001 b,0.495,1.089,9.1708,0.29,2017,Primary Transit,,,182.16641668,-8.74717502574,NA,-0.11,1.19,4.11,5.5,4878,Primary Transit,low mass planet,large planet,high mass star,large star,After 2013,Metal Poor Star,Colder than Sun
EPIC 228934525 b,NA,0.199,3.67635,NA,2017,Primary Transit,,Primary Transit,189.001516667,-2.66948057114,133,0.19,0.672,0.649,NA,3978,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
EPIC 228934525 c,NA,0.187,7.95478,NA,2017,Primary Transit,,Primary Transit,189.001516667,-2.66948057114,133,0.19,0.672,0.649,NA,3978,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
EPIC 246393474 b,0.0167,0.137,0.2803226,0,2017,Primary Transit,Radial Velocity,Primary Transit,350.91666668,-1.189166675,59,0.03,0.662,0.674,0.74,4373,Primary Transit,low mass planet,small planet,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
EPIC-206011691 b,NA,0.142,9.32414,NA,2015,Primary Transit,,Primary Transit,340.303708338,-14.4889861253,65,-0.11,0.64,0.6,NA,4043,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
EPIC-206011691 c,NA,0.171,15.5012,NA,2015,Primary Transit,,Primary Transit,340.303708338,-14.4889861253,65,-0.11,0.64,0.6,NA,4043,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
EPIC-210490365 b,NA,0.306,3.484552,0.27,2015,Primary Transit,,Primary Transit,63.275000002,15.247777794,45.7,0.15,0.294,0.295,NA,3180,Primary Transit,NA,small planet,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
FL Lyr b,9,NA,4400,NA,2015,Pulsar,TTV,,288.020833335,46.324166679,138,NA,2.2,NA,NA,NA,Pulsar,high mass planet,NA,high mass star,NA,After 2013,NA,NA
FU Tau b,15,NA,NA,NA,2009,Imaging,,,65.8958333,25.0508333,140,NA,0.05,NA,0.001,2838,Imaging,high mass planet,NA,low mass star,NA,2008-2012,NA,Colder than Sun
FW Tau b,10,NA,NA,NA,2013,Imaging,,,67.37500001,26.281388906,145,NA,0.26,NA,0.0018,3270,Imaging,high mass planet,NA,low mass star,NA,After 2013,NA,Colder than Sun
Fomalhaut b,3,NA,320000,0.11,2008,Imaging,,,344.4125,-29.6222222,7.704,NA,1.92,1.842,0.44,8590,Imaging,high mass planet,large planet,high mass star,large star,2008-2012,NA,Hotter than Sun
GJ 1132 b,0.0051,0.103,1.62893,0,2015,Primary Transit,Radial Velocity,Primary Transit,153.716666684,-47.156666675,12.04,-0.12,0.181,0.207,5,3270,Primary Transit,low mass planet,small planet,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
GJ 1214 b,0.0203253311519,0.238201870286,1.58040482,0.27,2009,Primary Transit,,,258.8291667,4.9638889,13,0.39,0.15,0.216,6,3026,Primary Transit,low mass planet,small planet,low mass star,small star,2008-2012,Metal Rich Star,Colder than Sun
GJ 15 A b,0.0168328980902,NA,11.4433,0,2014,Radial Velocity,,,4.59535550763,44.0229522831,3.587,-0.32,0.375,0.3863,NA,3567,Radial Velocity,low mass planet,NA,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
GJ 160.2 b,0.0320926281345,NA,5.2354,0.06,2014,Radial Velocity,,,61.6451723449,-19.1468780083,NA,NA,0.69,NA,NA,4347,Radial Velocity,low mass planet,NA,low mass star,NA,After 2013,NA,Colder than Sun
GJ 163 b,0.0334,NA,8.633,0.0106,2012,Radial Velocity,,,62.3167,-53.3736,15,NA,0.4,NA,3,NA,Radial Velocity,low mass planet,NA,low mass star,NA,2008-2012,NA,NA
GJ 163 c,0.02285,NA,25.645,0.094,2012,Radial Velocity,,,62.3167,-53.3736,15,NA,0.4,NA,3,NA,Radial Velocity,low mass planet,NA,low mass star,NA,2008-2012,NA,NA
GJ 163 d,0.06945,NA,600.895,0.399,2013,Radial Velocity,,,62.3167,-53.3736,15,NA,0.4,NA,3,NA,Radial Velocity,low mass planet,NA,low mass star,NA,After 2013,NA,NA
GJ 176 b,0.0265,NA,8.7836,0,2007,Radial Velocity,,,70.7333333,18.9580556,9.42,-0.1,0.49,0.53,NA,NA,Radial Velocity,low mass planet,NA,low mass star,small star,2003-2007,Metal Poor Star,NA
GJ 179 b,0.82,NA,2288,0.21,2010,Radial Velocity,,,73.025,6.4766667,12.3,0.3,0.357,0.38,NA,3370,Radial Velocity,low mass planet,NA,low mass star,small star,2008-2012,Metal Rich Star,Colder than Sun
GJ 180 b,0.0261145895605,NA,17.38,0.11,2014,Radial Velocity,,,73.4582490167,-17.7734139096,NA,NA,0.43,NA,NA,3371,Radial Velocity,low mass planet,NA,low mass star,NA,After 2013,NA,Colder than Sun
GJ 180 c,0.0201365509864,NA,24.329,0.09,2014,Radial Velocity,,,73.4582490167,-17.7734139096,NA,NA,0.43,NA,NA,3371,Radial Velocity,low mass planet,NA,low mass star,NA,After 2013,NA,Colder than Sun
GJ 229 A b,0.100682754932,NA,471,0.1,2014,Radial Velocity,,,92.6442305532,-21.8646421676,NA,NA,0.58,NA,NA,3564,Radial Velocity,low mass planet,NA,low mass star,NA,After 2013,NA,Colder than Sun
GJ 229 B,35,NA,NA,NA,1995,Imaging,,,92.6442305532,-21.8646421676,NA,NA,0.58,NA,NA,3564,Imaging,high mass planet,NA,low mass star,NA,1993-1997,NA,Colder than Sun
GJ 27.1 b,0.0409023691911,NA,15.819,0.08,2014,Radial Velocity,,,9.99510797794,-43.7467781869,NA,NA,0.53,NA,NA,3542,Radial Velocity,low mass planet,NA,low mass star,NA,After 2013,NA,Colder than Sun
GJ 273 b,0.00909,NA,18.6498,0.1,2017,Radial Velocity,Radial Velocity,,111.852041675,5.2257777894,3.8,0.09,0.29,0.293,NA,3382,Radial Velocity,low mass planet,NA,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
GJ 273 c,0.00371,NA,4.7234,0.17,2017,Radial Velocity,Radial Velocity,,111.852041675,5.2257777894,3.8,0.09,0.29,0.293,NA,3382,Radial Velocity,low mass planet,NA,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
GJ 3021 b,3.37,NA,133.71,0.511,2000,Radial Velocity,,,4.05,-79.8511111,17.62,0.1,0.9,0.9,8.77,5540,Radial Velocity,high mass planet,NA,low mass star,small star,1998-2002,Metal Rich Star,Colder than Sun
GJ 3138 b,0.0132,NA,5.974,0.11,2017,Radial Velocity,Radial Velocity,,32.2954166703,-16.339583345,NA,-0.3,0.681,0.5,NA,3717,Radial Velocity,low mass planet,NA,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
GJ 3138 c,0.0056,NA,1.22003,0.19,2017,Radial Velocity,Radial Velocity,,32.2954166703,-16.339583345,NA,-0.3,0.681,0.5,NA,3717,Radial Velocity,low mass planet,NA,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
GJ 3138 d,0.033,NA,257.8,0.32,2017,Radial Velocity,Radial Velocity,,32.2954166703,-16.339583345,NA,-0.3,0.681,0.5,NA,3717,Radial Velocity,low mass planet,NA,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
GJ 317 b,2.56,NA,692,0.11,2007,Radial Velocity,Radial Velocity,,130.2458333,-23.4563889,15.1,0.36,0.42,NA,NA,3510,Radial Velocity,high mass planet,NA,low mass star,NA,2003-2007,Metal Rich Star,Colder than Sun
GJ 317 c,2,NA,7300,0.81,2007,Radial Velocity,Radial Velocity,,130.2458333,-23.4563889,15.1,0.36,0.42,NA,NA,3510,Radial Velocity,high mass planet,NA,low mass star,NA,2003-2007,Metal Rich Star,Colder than Sun
GJ 328 b,2.3,NA,4100,0.37,2013,Radial Velocity,,,133.7833,1.54901111,19.8,0,0.69,NA,NA,3900,Radial Velocity,high mass planet,NA,low mass star,NA,After 2013,Metal Poor Star,Colder than Sun
GJ 3293 b,0.07406,NA,30.5987,0.06,2014,Radial Velocity,Radial Velocity,,67.150000012,-25.169166672,17.9,0.02,0.42,0.404,NA,3466,Radial Velocity,low mass planet,NA,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
GJ 3293 c,0.06636,NA,122.6196,0.11,2014,Other,Radial Velocity,,67.150000012,-25.169166672,17.9,0.02,0.42,0.404,NA,3466,Other,low mass planet,NA,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
GJ 3293 d,0.024,NA,48.1345,0.12,2014,Radial Velocity,Radial Velocity,,67.150000012,-25.169166672,17.9,0.02,0.42,0.404,NA,3466,Radial Velocity,low mass planet,NA,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
GJ 3293 e,0.0103,NA,13.2543,0.21,2017,Radial Velocity,Radial Velocity,,67.150000012,-25.169166672,17.9,0.02,0.42,0.404,NA,3466,Radial Velocity,low mass planet,NA,low mass star,small star,After 2013,Metal Rich Star,Colder than Sun
GJ 3323 b,0.00636,NA,5.3636,0.23,2017,Radial Velocity,Radial Velocity,,75.4895833525,-6.9460833621999996,NA,-0.27,0.164,0.119,NA,3159,Radial Velocity,low mass planet,NA,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
GJ 3323 c,0.00727,NA,40.54,0.17,2017,Radial Velocity,Radial Velocity,,75.4895833525,-6.9460833621999996,NA,-0.27,0.164,0.119,NA,3159,Radial Velocity,low mass planet,NA,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
GJ 3341 b,0.35717,NA,14.207,0.31,2014,Radial Velocity,Radial Velocity,,78.945833349,-31.296111127,23.1,-0.09,0.47,0.349,NA,3526,Radial Velocity,low mass planet,NA,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
GJ 3470 b,0.0437533292587,0.373807429400356,3.33671,NA,2012,Primary Transit,,,119.775,15.3916667,29.28,0.2,0.539,0.55,1,3600,Primary Transit,low mass planet,small planet,low mass star,small star,2008-2012,Metal Rich Star,Colder than Sun
GJ 3634 b,0.026,NA,2.64561,0.08,2011,Radial Velocity,,,164.6458333,-31.1441667,19.8,NA,0.45,0.43,NA,NA,Radial Velocity,low mass planet,NA,low mass star,small star,2008-2012,NA,NA
GJ 3942 b,0.0225,NA,6.905,0.121,2017,Radial Velocity,Radial Velocity,,242.262500001,52.943888916,16.93,-0.04,0.63,0.61,NA,3867,Radial Velocity,low mass planet,NA,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
GJ 3998 b,0.00777,NA,2.64977,0,2016,Radial Velocity,Radial Velocity,,259.004166667,11.058333341,17.8,-0.16,0.5,0.49,NA,3722,Radial Velocity,low mass planet,NA,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
GJ 3998 c,0.0197,NA,13.74,0.049,2016,Radial Velocity,Radial Velocity,,259.004166667,11.058333341,17.8,-0.16,0.5,0.49,NA,3722,Radial Velocity,low mass planet,NA,low mass star,small star,After 2013,Metal Poor Star,Colder than Sun
GJ 422 b,0.0311487273071,NA,26.161,0.05,2014,Radial Velocity,,,169.000856292,-56.4523336445,NA,NA,0.35,NA,NA,3323,Radial Velocity,low mass planet,NA,low mass star,NA,After 2013,NA,Colder than Sun
GJ 433 b,0.01667,NA,7.3697,0.05,2009,Radial Velocity,,,173.8625,-32.54,9.04,-0.22,0.48,NA,NA,3600,Radial Velocity,low mass planet,NA,low mass star,NA,2008-2012,Metal Poor Star,Colder than Sun
GJ 433 c,0.14,NA,3693,0.17,2012,Radial Velocity,,,173.8625,-32.54,9.04,-0.22,0.48,NA,NA,3600,Radial Velocity,low mass planet,NA,low mass star,NA,2008-2012,Metal Poor Star,Colder than Sun
GJ 436 b,0.07,0.38,2.64394,0.1912,2004,Primary Transit,Radial Velocity,Theoretical,175.5458333,26.7063889,10.2,-0.32,0.452,0.464,6,3684,Primary Transit,low mass planet,small planet,low mass star,small star,2003-2007,Metal Poor Star,Colder than Sun
GJ 504 b,4,0.96,NA,NA,2013,Imaging,Spectrum,Flux,199.1958,9.4242,17.56,0.28,1.22,NA,0.16,6234,Imaging,high mass planet,small planet,high mass star,NA,After 2013,Metal Rich Star,Hotter than Sun
